,text,truth,tfidf_lr,tfidf_nb,freq_lr,freq_nb
456,"['[CLS]', 'says', 'opponents', 'health', 'care', 'law', 'prevailed', 'two', 'main', 'arguments', 'u', '.', '.', 'supreme', 'court', '.']",mostly-true,false,false,false,false
457,"['[CLS]', 'clear', '##hill', '##ary', 'clinton', '##vio', '##lated', 'national', 'security', 'laws', '.']",false,barely-true,barely-true,barely-true,barely-true
458,"['[CLS]', 'chicago', ',', 'tough', '##est', 'gun', 'laws', 'united', 'states', ',', 'probably', 'could', 'say', 'far', ',', 'gun', 'violence', 'city', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
459,"['[CLS]', 'endangered', 'species', 'act', ',', '1', 'percent', 'species', 'listed', 'actually', 'del', '##iste', '##d', '.']",mostly-true,half-true,mostly-true,half-true,mostly-true
460,"['[CLS]', 'house', 'republicans', '""', ""'"", 'part', 'negotiations', '""', 'wall', 'street', 'bail', '##out', 'plan', '.']",barely-true,barely-true,half-true,barely-true,half-true
461,"['[CLS]', 'rhode', 'island', ',', 'thousands', 'jobs', 'created', 'federal', 'stimulus', 'program']",barely-true,half-true,half-true,half-true,half-true
462,"['[CLS]', 'says', 'states', 'directly', 'involved', 'gay', 'marriage', 'lawsuits', 'reached', 'supreme', 'court', 'bound', 'courts', 'ruling', '.']",barely-true,false,false,false,false
463,"['[CLS]', 'says', 'arizona', ',', 'missouri', 'texas', 'residents', 'two', '-', 'pet', 'limit', ',', 'public', 'must', 'surrender', 'third', 'pet', 'humane', 'society', '.']",pants-fire,half-true,half-true,half-true,half-true
464,"['[CLS]', 'every', 'bit', 'plastic', 'ever', 'created', 'still', 'exists', '.']",false,half-true,half-true,half-true,half-true
465,"['[CLS]', 'clinton', ""'"", 'former', 'pastor', 'convicted', 'child', 'mole', '##station', '.']",pants-fire,pants-fire,false,pants-fire,false
466,"['[CLS]', 'u', '.', '.', 'sen', '.', 'bill', 'nelson', 'chose', 'side', 'president', 'obama', 'keystone', 'pipeline']",half-true,false,false,false,false
467,"['[CLS]', 'says', 'nelson', 'mandela', 'communist', '.']",mostly-true,barely-true,false,barely-true,false
468,"['[CLS]', 'african', 'americans', 'twice', 'likely', 'arrested', 'almost', 'four', 'times', 'likely', 'experience', 'use', 'force', 'encounters', 'police', '.']",mostly-true,half-true,mostly-true,mostly-true,mostly-true
469,"['[CLS]', 'iraq', 'war', ',', 'said', 'loud', 'clear', ',', '##ll', 'des', '##ta', '##bil', '##ize', 'middle', 'east', '.']",false,barely-true,false,barely-true,false
470,"['[CLS]', 'built', 'border', 'fence', 'san', 'diego', '.', '.', '.', 'reduced', 'smuggling', 'people', 'drugs', '.', '.', '.', '90', 'percent', '.']",mostly-true,mostly-true,mostly-true,half-true,mostly-true
471,"['[CLS]', 'says', 'person', 'florida', 'u', '.', '.', 'rep', '.', 'allen', 'west', 'first', 'hired', 'chief', 'staff', 'told', 'people', 'attending', 'tea', 'party', 'rally', ',', 'use', 'bullets', 'ballots', '##t', 'work', '.']",true,false,false,false,false
472,"['[CLS]', 'bing', 'energy', 'said', 'decided', 'move', 'florida', 'gov', '.', 'rick', 'scott', '##s', 'plan', 'eliminate', 'corporate', 'tax', '.']",half-true,half-true,false,half-true,false
473,"['[CLS]', 'texas', 'ranks', ':', '#', '1', 'worker', 'deaths', ',', '#', '1', 'carbon', 'emissions', ',', '#', '50', 'high', 'school', 'graduates', ',', '#', '50', 'funding', 'mental', 'health', 'patients', '.']",half-true,barely-true,mostly-true,mostly-true,mostly-true
474,"['[CLS]', 'obama', '##s', 'dog', 'plane']",false,pants-fire,false,pants-fire,false
475,"['[CLS]', 'americans', '##t', 'raise', '15', 'years', '.']",mostly-true,half-true,mostly-true,half-true,mostly-true
476,"['[CLS]', 'romney', '-', 'ryan', 'plan', 'medicare', 'affect', 'benefits', 'anyone', '55', 'older', '.']",half-true,half-true,half-true,half-true,half-true
477,"['[CLS]', 'says', 'congressional', 'ethics', 'investigation', 'conducted', 'partisan', 'political', 'committee', 'way', 'related', 'politics', 'democratic', 'party', 'ethics', '.']",pants-fire,half-true,false,half-true,false
478,"['[CLS]', 'lowered', 'business', 'tax', '4', 'percent', '1', 'percent', '.']",half-true,mostly-true,half-true,mostly-true,half-true
479,"['[CLS]', 'president', 'promised', 'spent', 'money', 'stimulus', 'program', 'unemployment', 'would', 'go', '5', '.', '7', 'percent', '6', 'percent', '.', 'words', '.']",barely-true,true,false,true,false
480,"['[CLS]', 'florida', ""'"", 'cost', 'med', '##ica', '##id', 'expansion', '$', '1', '.', '6', 'billion', 'year', '.']",half-true,false,false,false,false
481,"['[CLS]', 'says', 'je', '##b', 'bush', '-', '-', 'charlie', 'cr', '##ist', '-', '-', 'signed', 'legislation', 'let', 'duke', 'energy', 'collect', 'money', 'nuclear', 'projects', '.']",true,half-true,half-true,half-true,half-true
482,"['[CLS]', 'federal', 'government', 'track', 'second', '-', 'largest', 'budget', 'deficit', '65', 'years', '.']",true,false,half-true,false,half-true
483,"['[CLS]', 'foreign', 'aid', 'makes', '1', 'percent', 'entire', 'budget', '.']",true,false,half-true,true,half-true
484,"['[CLS]', 'retire', '##e', 'collecting', '$', '17', ',', '000', 'pay', '##che', '##ck', 'month', '.', '.', '.', 'tax', 'free', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
485,"['[CLS]', 'provision', 'senate', 'immigration', 'bill', 'would', 'require', 'government', 'permission', 'get', 'second', 'job', '.']",half-true,false,half-true,false,half-true
486,"['[CLS]', 'says', 'den', '##zel', 'washington', 'supports', 'donald', 'trump', 'speaks', 'barack', 'obama', '.']",pants-fire,barely-true,half-true,half-true,half-true
487,"['[CLS]', 'says', 'state', ""'"", 'expected', '""', 'increase', 'federal', 'political', 'cl', '##out', 'almost', 'entirely', 'due', 'growth', 'african', 'american', 'hispanic', 'populations', 'texas', 'virtually', 'every', 'region', 'state', '.']",mostly-true,true,half-true,true,half-true
488,"['[CLS]', 'says', 'democratic', 'gubernatorial', 'candidate', 'mary', 'burke', 'proven', 'madison', 'board', 'education', 'supports', 'raising', 'taxes', 'spending', '.']",half-true,barely-true,barely-true,barely-true,barely-true
489,"['[CLS]', 'buried', 'affordable', 'care', 'act', 'huge', 'government', 'bail', '##out', '.']",half-true,half-true,half-true,half-true,half-true
490,"['[CLS]', 'spending', '$', '1', 'trillion', 'year', 'foreign', 'policy', '.']",true,half-true,half-true,false,half-true
491,"['[CLS]', 'says', 'charlie', 'cr', '##ist', 'stood', ',', '3', 'african', '-', 'american', 'prisoners', 'inch', '##ains', ',', 'knees', ',', 'side', 'road', '.', 'saying', 'great', 'sight', '.', 'saying', 'needed', 'bring', 'florida', '.', 'whether', 'know', 'eve', 'june', '##tee', '##nt', '##h', ',', 'day', 'african', '-', 'american', 'community', 'celebrates', 'end', 'slavery', '.']",half-true,true,barely-true,true,barely-true
492,"['[CLS]', 'three', 'thousand', 'fe', '##lon', '##s', 'voted', 'rhode', 'island', '2008', '.']",true,mostly-true,mostly-true,true,mostly-true
493,"['[CLS]', 'health', 'care', 'price', 'tag', 'childhood', 'obesity', 'georgia', '$', '2', '.', '4', 'billion', 'annually', 'rising', '.']",false,barely-true,false,barely-true,false
494,"['[CLS]', 'says', 'congressman', 'jon', 'run', '##yan', 'plan', 'raise', 'medicare', 'costs', '$', '6', ',', '400', 'year', '.']",barely-true,false,false,false,false
495,"['[CLS]', 'currently', '82', '##5', ',', '000', 'student', 'stations', 'sitting', 'empty', 'across', 'florida', 'every', 'district', 'every', 'grade', 'level', '.']",mostly-true,half-true,half-true,half-true,half-true
496,"['[CLS]', 'says', 'streetcar', '##s', 'carry', 'people', 'buses', 'attract', 'riders', '##t', 'ride', 'transit', ',', 'actually', 'operating', 'costs', 'greater', 'bus', '.']",true,half-true,half-true,half-true,half-true
497,"['[CLS]', '99', 'percent', 'new', 'income', 'today', '(', ')', 'going', 'top', '1', 'percent', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
498,"['[CLS]', 'higher', 'rate', 'tested', 'lead', 'people', 'cleveland', 'flint', '.']",mostly-true,half-true,half-true,half-true,half-true
499,"['[CLS]', '25', 'percent', 'federal', 'inmates', 'non', '##cit', '##ize', '##ns', '.']",mostly-true,barely-true,false,false,false
500,"['[CLS]', 'grammy', '##s', 'anyone', 'age', ',', '##t', 'one', 'white', 'person', '.']",barely-true,pants-fire,false,pants-fire,false
501,"['[CLS]', 'reporters', '##hear', '##se', 'questions', 'white', 'house', 'press', '(', 'secretary', ')', '.']",pants-fire,barely-true,false,barely-true,false
502,"['[CLS]', 'governor', 'deal', 'increased', 'education', 'spending', 'every', 'year', '##s', 'office', '.']",mostly-true,half-true,half-true,half-true,half-true
503,"['[CLS]', 'obama', ""'"", 'book', ':', '""', 'found', 'sol', '##ace', 'nursing', 'per', '##vas', '##ive', 'sense', 'gr', '##ie', '##vance', '##imo', '##sity', 'mother', ""'"", 'race', '.', '""']",pants-fire,pants-fire,barely-true,pants-fire,barely-true
504,"['[CLS]', 'donald', 'trump', 'called', 'military', 'served', 'disaster', '.']",mostly-true,half-true,mostly-true,half-true,mostly-true
505,"['[CLS]', 'says', 'sen', '.', 'elizabeth', 'warren', 'lives', '$', '5', '.', '4', 'million', 'mansion', '.']",barely-true,half-true,half-true,half-true,half-true
506,"['[CLS]', 'obama', 'administration', 'issued', 'instructions', 'terrorism', 'training', 'involve', 'reference', 'islam', '.']",false,false,false,false,false
507,"['[CLS]', '60', 'percent', 'americans', 'want', 'see', 'planned', 'parent', '##hood', 'def', '##und', '##ed', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
508,"['[CLS]', 'says', 'unemployment', 'trenton', 'twice', 'much', 'see', 'every', 'area', 'state', ',', 'result', ',', 'seen', 'increase', 'crime', '.']",barely-true,false,mostly-true,false,mostly-true
509,"['[CLS]', 'bush', 'administration', 'giving', '(', 'auto', 'companies', ')', 'billions', 'dollars', 'asking', 'nothing', 'return', '.']",false,mostly-true,half-true,mostly-true,half-true
510,"['[CLS]', 'clayton', 'county', 'public', 'schools', 'recently', 'achieved', 'milestone', 'el', '##uded', 'metropolitan', 'districts', 'across', 'state', 'meeting', 'federal', 'guidelines', 'highly', 'qualified', 'staff', '.']",true,mostly-true,half-true,false,half-true
511,"['[CLS]', 'took', 'state', 'ohio', '$', '8', 'billion', 'hole', '$', '2', 'billion', 'surplus', '.']",mostly-true,barely-true,mostly-true,mostly-true,mostly-true
512,"['[CLS]', 'thousands', 'public', 'employees', ',', 'wisconsin', 'gov', '.', 'scott', 'walkers', 'budget', '-', 'repair', 'bill', 'would', 'take', 'away', 'say', 'workplace', ',', 'eliminate', 'union', '.']",half-true,false,false,false,false
513,"['[CLS]', 'says', 'charlotte', 'nash', 'pretend', '##s', 'chicken', 'farmer', 'order', 'get', 'property', 'tax', 'exemption', '##s', '.']",false,barely-true,barely-true,barely-true,barely-true
514,"['[CLS]', 'birth', '##right', 'citizenship', 'illegal', 'immigrants', '.']",false,false,false,false,false
515,"['[CLS]', 'republican', 'candidate', 'governor', 'ken', 'block', 'fined', 'admit', '(', ')', 'funnel', '##ed', 'money', 'illegally', 'moderate', 'party', '.']",true,mostly-true,false,mostly-true,false
516,"['[CLS]', 'new', 'atlanta', 'braves', 'stadium', 'require', 'tax', 'increase', 'home', '##own', '##ers', 'provide', '$', '3', 'million', 'annually', 'cobb', 'county', 'schools', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
517,"['[CLS]', 'hillary', 'clinton', ',', 'interview', 'tom', 'bro', '##ka', '##w', ',', 'quote', ""'"", 'paid', 'tribute', ""'"", 'ronald', 'reagan', ""'"", 'economic', 'foreign', 'policy', '.']",half-true,barely-true,barely-true,barely-true,barely-true
518,"['[CLS]', 'hostages', 'released', 'soon', 'ronald', 'reagan', 'took', 'office', 'iran', 'perceived', 'america', 'longer', 'command', 'someone', 'weak', '.']",pants-fire,half-true,half-true,half-true,half-true
519,"['[CLS]', 'photo', 'russia', '-', 'finland', 'hockey', 'game', 'shows', 'sad', 'vladimir', 'putin', 'dmitry', 'med', '##ved', '##ev', '.']",pants-fire,mostly-true,barely-true,barely-true,barely-true
520,"['[CLS]', '1968', ',', 'full', '-', 'time', 'worker', 'earning', 'minimum', 'wage', ',', 'could', 'actually', 'support', 'family', 'three', 'poverty', 'line', '.', 'today', ',', 'worker', 'would', 'earn', 'less', 'poverty', 'line', 'family', 'two', '.']",mostly-true,barely-true,mostly-true,barely-true,mostly-true
521,"['[CLS]', 'republican', 'gubernatorial', 'candidate', 'eric', 'gr', '##eit', '##ens', 'spent', 'another', '$', '600', ',', '000', 'image', 'consultants', '##brand', 'charity', ',', 'mission', 'continues', '.']",half-true,true,mostly-true,true,mostly-true
522,"['[CLS]', 'says', 'much', '-', 'discussed', 'boots', 'made', 'wisconsin', '.']",pants-fire,false,false,false,false
523,"['[CLS]', 'says', 'u', '.', '.', 'sen', '.', 'ron', 'johnson', '##t', 'even', 'believe', '##s', 'man', '-', 'made', 'role', 'climate', 'change', '.']",mostly-true,mostly-true,false,mostly-true,false
524,"['[CLS]', 'bill', 'nelson', 'deciding', 'vote', 'health', 'care', 'law', '.']",barely-true,barely-true,false,barely-true,false
525,"['[CLS]', 'veterans', 'download', 'electronic', 'medical', 'records', 'click', 'mouse', '.']",barely-true,half-true,mostly-true,true,mostly-true
526,"['[CLS]', 'fox', 'news', 'barely', 'covered', '(', 'dug', '##gar', 'family', ')', 'scandal', 'meg', '##yn', 'kelly', 'able', 'secure', 'interview', '.']",true,half-true,false,half-true,false
527,"['[CLS]', 'china', 'south', 'china', 'sea', '(', 'building', ')', 'military', 'fortress', 'likes', 'perhaps', 'world', 'seen', '.']",half-true,false,false,false,false
528,"['[CLS]', 'eight', 'years', 'county', 'executive', ',', 'cut', 'number', 'county', 'workers', '20', 'percent', '.']",true,half-true,mostly-true,half-true,mostly-true
529,"['[CLS]', '(', 'bill', ')', 'nelson', 'voted', 'billions', 'waste', '##ful', 'spending', 'ear', '##marks', 'like', 'bridge', 'nowhere', '.']",mostly-true,barely-true,false,barely-true,false
530,"['[CLS]', 'president', 'barack', 'obama', '##s', 'leadership', ',', 'since', 'june', '2009', ',', '(', 'auto', ')', 'industry', 'added', 'quarter', 'million', 'jobs', '.']",true,half-true,half-true,mostly-true,half-true
531,"['[CLS]', 'jobs', 'incentive', 'program', 'created', '1', ',', '200', 'high', '-', 'wage', 'jobs', 'since', '2009', '.']",false,false,half-true,barely-true,half-true
532,"['[CLS]', 'opponent', '.', '.', '.', 'lost', '43', ',', '000', 'jobs', 'houston', 'since', 'took', ';', 'losing', 'jobs', '.']",false,barely-true,half-true,barely-true,half-true
533,"['[CLS]', 'recent', 'study', 'found', 'cities', 'uber', 'operates', '3', '.', '6', '%', '-', '5', '.', '6', '%', 'fewer', 'drunk', 'driving', 'deaths', 'cities', 'without', 'access', 'rides', '##hari', '##ng', '.']",half-true,half-true,half-true,half-true,half-true
534,"['[CLS]', 'businesses', 'closing', 'opening', 'first', 'time', 'nations', 'history', '.']",half-true,mostly-true,false,false,false
535,"['[CLS]', 'foster', 'children', 'di', '##sp', '##rop', '##ort', '##ion', '##ately', 'victims', 'identity', 'theft', '.']",false,true,mostly-true,true,mostly-true
536,"['[CLS]', 'full', 'marriage', 'equality', '[', 'would', 'provide', '-', 'sex', 'couples', ']', '1', ',', '700', 'rights', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
537,"['[CLS]', 'obama', 'says', 'bill', '""', 'reduced', 'welfare', 'rolls', 'nearly', '80', 'percent', '.', '""']",half-true,half-true,half-true,half-true,half-true
538,"['[CLS]', 'reporters', 'uncovered', 'another', 'scott', 'company', 'accused', 'criminal', 'acts', '.', 'scott', '##t', 'come', 'clean', '.']",false,barely-true,barely-true,barely-true,barely-true
539,"['[CLS]', 'seed', 'muslim', 'passed', 'father', '.']",barely-true,pants-fire,false,pants-fire,false
540,"['[CLS]', 'number', 'swat', 'raids', 'gone', '1', ',', '400', 'percent', 'since', '1980s', '.']",mostly-true,half-true,mostly-true,half-true,mostly-true
541,"['[CLS]', 'says', 'texas', 'law', ',', 'takes', 'six', 'years', 'close', 'failing', 'school', '.']",false,half-true,half-true,half-true,half-true
542,"['[CLS]', 'planned', 'expansion', 'savannah', '##s', 'port', 'jobs', 'creating', 'project', '.']",half-true,mostly-true,half-true,mostly-true,half-true
543,"['[CLS]', 'says', 'rick', 'scott', 'changed', 'promise', '##70', '##0', ',', '000', 'jobs', 'created', 'top', 'normal', 'growth', 'would', '700', ',', '000', 'jobs', '.']",true,half-true,half-true,half-true,half-true
544,"['[CLS]', 'waited', '(', 'trans', '-', 'pacific', 'partnership', 'trade', 'agreement', ')', 'actually', 'negotiated', 'deciding', 'whether', 'end', '##ors', '##e', '.']",half-true,half-true,false,barely-true,false
545,"['[CLS]', 'gov', '.', 'romney', 'clear', ',', 'would', 'veto', 'dream', 'act', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
546,"['[CLS]', 'wisconsin', 'economic', 'development', 'corp', '.', 'cannot', 'account', 'creating', 'one', 'single', 'job', '.']",barely-true,false,false,false,false
547,"['[CLS]', 'clear', 'letter', 'law', ',', '(', 'justice', 'clarence', 'thomas', ')', 'must', 'rec', '##use', 'case', 'challenging', 'constitutional', '##ity', 'health', 'care', 'law', '.']",half-true,barely-true,barely-true,barely-true,barely-true
